amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	number-of-items	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	price-designation	customized-url	customized-page 
114-8200526-5643431		2023-02-17T18:46:44+00:00	2023-02-19T01:43:38+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.15							LAREDO	TX	78045-6934	US		FALSE		https://zme-caps.amazon.com/t/HIxQ99Jjo6vY/7aWOD60YJ5Zgq_8fwkkNZxK08RVIMPrjjkIWVv8CkyA/18	https://a.co/i68Jv56
114-9120927-8637009		2023-02-17T19:11:43+00:00	2023-02-19T01:43:35+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	21.65	1.79							THE COLONY	TX	75056-5935	US		FALSE		https://zme-caps.amazon.com/t/ULK0Yur8vVP3/MRN2vnxf1MlFI85ALVKNPCb8W6aRky2pTClPllBOOfc/18	https://a.co/8dxVGGm
111-0294467-7049073		2023-02-17T19:28:27+00:00	2023-02-19T01:43:34+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.39							LOS ANGELES	CA	90007-2504	US		TRUE		https://zme-caps.amazon.com/t/hHdXVXBDjYWR/hKZE_XiqfCvGMi8hAOeS9PduHptEPfvX6ofMs1kGy4M/18	https://a.co/6da1Fav
111-7641087-1606645		2023-02-17T20:34:46+00:00	2023-02-19T01:43:41+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	12.65	1.04							kenedy	tx	78119	US		FALSE		https://zme-caps.amazon.com/t/5Tvdu0f7aCSW/pZEY19QjKfNlO9Ekn42rFj8h9mdyQKB3gOgg4lmZqDs/18	https://a.co/8Dxb4Mg
111-7641087-1606645		2023-02-17T20:34:46+00:00	2023-02-19T01:43:41+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.54							kenedy	tx	78119	US		FALSE		https://zme-caps.amazon.com/t/ntnkDVMDxq6v/mXRUP698C69StUCy3AZDad2AASBmybamvVig0XQan74/18	https://a.co/7Rp6qAB
114-1036826-1464214		2023-02-17T21:22:14+00:00	2023-02-19T01:43:36+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	28.65	1.86							LORAIN	OH	44052-4605	US		FALSE		https://zme-caps.amazon.com/t/FEORp6ZpGiAr/qfV9zg9-wgxnRQHM-Dk5xOrSeC6_u3Q9UPp7t9Kp3bE/18	https://a.co/7zWz0x2
113-3637747-8809058		2023-02-17T22:35:14+00:00	2023-02-19T01:53:44+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	25.68	2.21							BATTLE GROUND	WA	98604-4246	US		FALSE		https://zme-caps.amazon.com/t/T9PRp12ivQi2/ToNLNrjkFM9dK7Qj9Ca1Lp9EQyz0-1TAHm7tjU6iH98/18	https://a.co/jgAeuUW
114-2075805-5765050		2023-02-17T22:45:26+00:00	2023-02-19T01:43:48+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	0.94							VIRGINIA BEACH	VA	23462-2739	US		FALSE		https://zme-caps.amazon.com/t/j19rvYdiPH8d/VVnxjWPd83XmuCVBCCZ2A2IXOxlz5dYFEJU8SzLNpPQ/18	https://a.co/64NXDoL
114-7188015-3803405		2023-02-17T22:47:22+00:00	2023-02-19T01:55:07+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Happy Birthday with Custom Name 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	HBDCUSTOMNAME	B099V93FGY	1	Shipped	1	USD	18.98	1.61							MOLINE	IL	61265-3411	US		FALSE		https://zme-caps.amazon.com/t/mG3jM2jOypXn/1JtUTTzhuNRsrHd2CduhDr9NPRD2DxC0l6lmUlmB5zE/18	https://a.co/ibbCoVt
111-1904348-4651460		2023-02-17T23:07:40+00:00	2023-02-19T01:54:09+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	2.38							LYNNWOOD	WA	98087-6261	US		FALSE		https://zme-caps.amazon.com/t/2Y5TLdNKSWNi/99bJ5rr4oDsKgPBwD24EybBeJKtd8Mx73nvdo8x_uL8/18	https://a.co/hzmeJRd
113-0375667-0122664		2023-02-18T00:19:42+00:00	2023-02-19T01:44:49+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.1							ANDERSON	IN	46012-3249	US		FALSE		https://zme-caps.amazon.com/t/0w1M2QYHy6Lr/pfTHjkFpqIo2uvOdj9a2C_k0fJx4lTYEt2cbsrX3xE4/18	https://a.co/5M69dAq
113-0375667-0122664		2023-02-18T00:19:42+00:00	2023-02-19T01:44:49+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.1							ANDERSON	IN	46012-3249	US		FALSE		https://zme-caps.amazon.com/t/xCVS15CGVlTB/P1_dkQ7lhcmfbfimbmbXwME91IuG6SIxOz89kjH6L70/18	https://a.co/2f8cTZd
112-7632574-1242617		2023-02-18T00:37:49+00:00	2023-02-19T01:43:34+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	23.65	1.89							MUSCLE SHOALS	AL	35661-3692	US		FALSE		https://zme-caps.amazon.com/t/FHV7eVUX0T3K/YatVvtI1-dLCiEvluLSIsJE5q_q628Gi6uyWTEdSQY4/18	https://a.co/4oq3mdX
113-7293988-2577060		2023-02-18T02:03:23+00:00	2023-02-19T01:43:47+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		SecondDay	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	25.65	1.21	8.99	0.42					HONOLULU	HI	96816-5448	US		FALSE		https://zme-caps.amazon.com/t/IbJ42u7XNKms/QvL6ja5zLpLXIKt1G78VZcqplpzJVM1BSxxwrLQ4mso/18	https://a.co/6a18v98
114-6039879-0458610		2023-02-18T02:04:26+00:00	2023-02-19T01:43:37+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	21.68	1.79							HOUSTON	TX	77080-2204	US		FALSE		https://zme-caps.amazon.com/t/ryy5Y1Gihb42/scgHzqef5iPwQssyzSHZrSEFbOcaK4B4GCWac20p8sM/18	https://a.co/6swP57Y
112-2410035-7259432		2023-02-18T03:03:53+00:00	2023-02-19T01:43:37+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	24.65	2.31							SAN JOSE	CA	95136-2955	US		FALSE		https://zme-caps.amazon.com/t/85Uyj7UZkXTZ/m31VoNYG956ajCBjQJCHhv4V0gNv4TmeAUKYu4OzgQs/18	https://a.co/1TVhFKr
113-1995726-4569062		2023-02-18T03:14:56+00:00	2023-02-19T01:43:44+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	21.68	2.23	7.99	0.82					TACOMA	WA	98422-2121	US		FALSE		https://zme-caps.amazon.com/t/8EA0ovRVPfLH/jQmMiHtiXfHTqdEAABLkKMVmdOdveXpLhnYdBb7HVsU/18	https://a.co/eGbL3YZ
111-8152344-3978659		2023-02-18T03:43:45+00:00	2023-02-19T01:45:51+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	0.94							GAMBRILLS	MD	21054-1065	US		FALSE		https://zme-caps.amazon.com/t/VnsdvcaOo4f5/X2PhuiByiZ3ddVnXHmlwI_ZGXCxNw7-NlLAqdLvsvv4/18	https://a.co/8XpeHx2
111-3231132-6823424		2023-02-18T03:54:43+00:00	2023-02-19T01:43:39+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	17.65	1.24							ODESSA	FL	33556-4304	US		FALSE		https://zme-caps.amazon.com/t/bBvy2qmC5GYZ/2MkL_F8aQxs6dF31_RT_nzjiqJz6WjMnpjkIDkdx9mQ/18	https://a.co/8Hbwnf5
113-1695765-5087405		2023-02-18T04:06:09+00:00	2023-02-18T04:07:23+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1		0										CAMBRIDGE	MN	55008-3756	US		FALSE		https://zme-caps.amazon.com/t/G2MtJikY1oa7/zlDXFATcqIQ-m1HqxPLS2nRmSaELSQBPx_R0mbENHwc/18	https://a.co/2q88lPC
114-2092972-9719437		2023-02-18T04:51:35+00:00	2023-02-19T01:44:55+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	23.65	2.01	7.99						TULSA	OK	74135-4320	US		FALSE		https://zme-caps.amazon.com/t/BlgThSI2TO7h/H4Hu7fkPlbEyV-sDpXaAKZOiyKi0LwKkKRe55f2Kda4/18	https://a.co/5GZUqZr
113-1807808-4894646		2023-02-18T06:49:15+00:00	2023-02-19T01:43:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	31.65	2.82							ATLANTA	GA	30308-1409	US		FALSE		https://zme-caps.amazon.com/t/7AbsZyRuA9KY/TNGzd--_zAksyG5Js89plHAy4L1SuhhP8VjlBimnPuo/18	https://a.co/06l1w8B
113-8369632-7877837		2023-02-18T06:54:15+00:00	2023-02-19T01:44:10+00:00	Shipped	Merchant	Amazon.com	ClientAppOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69	0.12							GRANDVIEW	MO	64030-4507	US		FALSE		https://zme-caps.amazon.com/t/qSzcalSPTgak/WjQdhvu3XjY4X3cgHA3TgVzPmHabAuaM-vHSL6oQzug/18	https://a.co/0ERT7Dq
112-7981599-3567445		2023-02-18T07:07:17+00:00	2023-02-19T01:54:58+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69								RIDDLE	OR	97469-0493	US		FALSE		https://zme-caps.amazon.com/t/VeOWI3vH5fNi/1e7w0yLmrmJwC44a4B6cXqYl7wyyZ3kVtyXM2KH3-nI/18	https://a.co/6zNd9cS
112-0217981-0130618		2023-02-18T07:18:10+00:00	2023-02-19T01:43:40+00:00	Shipped	Merchant	Amazon.com	ClientAppOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76								NEW CASTLE	DE	19720-3641	US		FALSE		https://zme-caps.amazon.com/t/QELpVIB50E2d/_KdT4w-2IQG9ve1N5NXjadAQYQ8em-gMatGoNdpDXA4/18	https://a.co/5i0vKfQ
111-2472139-5947455		2023-02-18T13:57:02+00:00	2023-02-19T01:43:46+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	2	USD	49.3	3.46							HOMESTEAD	FL	33033-7542	US		FALSE		https://zme-caps.amazon.com/t/uhkQmtgM7LcO/is5gNkEA0Pfla0KK64IiGkyJlptGSqOIhwplbpjoOUw/18	https://a.co/eUfWSiG
113-0056019-7957030		2023-02-18T14:05:34+00:00	2023-02-19T01:43:46+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1.29	7.99	0.62					WEST LAFAYETTE	OH	43845-1220	US		FALSE		https://zme-caps.amazon.com/t/81LOaA46qfHs/Q4CrAFVuzNRhBALmtmzRcTdjMF3XHNfodXuWPuX7C78/18	https://a.co/euksI7U
111-7197280-4842645		2023-02-18T16:24:33+00:00	2023-02-19T01:43:46+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	34.68	2.3							SAYREVILLE	NJ	08872-2233	US		FALSE		https://zme-caps.amazon.com/t/6FBSUHupcZsf/gVSlTWAPCOKspe26wI7FT-VKpfP6MMUB6ivns2rCO-s/18	https://a.co/iIDgI4m
111-2475828-1900269		2023-02-18T16:52:30+00:00	2023-02-19T01:45:56+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	24.65	2.17							DENVER	CO	80220-1730	US		FALSE		https://zme-caps.amazon.com/t/LT5H17Zvk7MD/hKhMx50y8q-g9GQZbdc-xzGlypOBRRBoUxs4rwHBEmo/18	https://a.co/4b8IPOh
112-2884507-6997062		2023-02-18T17:22:52+00:00	2023-02-19T01:43:50+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	26.65	2.67	7.99						OAK FOREST	IL	60452-2808	US		FALSE		https://zme-caps.amazon.com/t/hCkZL1IdVHWM/RBEhEgbpBg2MYYOLx5JeQs3tTrPFCz6s1VOhjV8york/18	https://a.co/7rxZU5V
111-5486021-3786627		2023-02-18T17:27:52+00:00	2023-02-19T01:43:44+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	27.65	1.66							SPRINGFIELD	VA	22153-2736	US		FALSE		https://zme-caps.amazon.com/t/i3S5r92y51SX/z_jkbjd7zSxtdVQG_GTWCjs8A4a8GlZ998a6gBYdj0E/18	https://a.co/bldDGel
114-4817389-9419422		2023-02-18T17:34:20+00:00	2023-02-20T15:03:54+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	28.65	1.9							POMPTON LAKES	NJ	07442-1745	US		FALSE		https://zme-caps.amazon.com/t/9NBnvG1o6lYI/83mPjZ7DswcBTsSRU17b8eKeu3dZDFz-82C3lt4WEsA/18	https://a.co/9nGDQeg
112-7638517-1511411		2023-02-18T18:08:18+00:00	2023-02-19T01:46:21+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	20.65	1.45							THOMASVILLE	GA	31792-4707	US		FALSE		https://zme-caps.amazon.com/t/rMgWepciqoVF/kzQFmecuFebVbImM7ParZ2v8q0vwFbUHYG33FQ1eG9Y/18	https://a.co/7z6TVT0
114-7272624-4904207		2023-02-18T19:13:24+00:00	2023-02-19T01:43:55+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Cursive Letter Balloons - Congrats with Custom Name 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVECONGRATSCUSTOMNAME	B09FYD48H3	1	Shipped	1	USD	19.98	1.25	7.99						CAMBRIDGE	MA	02139-2923	US		FALSE		https://zme-caps.amazon.com/t/8KLKsespAUDf/3OdB7kqRsZ_Mh4WRKdpKaHpsHXPlDCYYPQm29G_qxdk/18	https://a.co/6S9nqTp
113-8624699-3161807		2023-02-18T19:36:32+00:00	2023-02-20T02:13:11+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	1.87							MCKINNEY	TX	75072-5056	US		FALSE		https://zme-caps.amazon.com/t/koVAFriuaY3Z/wmYtDml5mA-OveUIgezLIxqI4Ecb_A0TlE4t1MvnTqM/18	https://a.co/2HScQw5
113-1546434-0217869		2023-02-18T21:11:19+00:00	2023-02-22T20:20:18+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	13.65	0.87							WESTPORT	CT	06880-1508	US		FALSE		https://zme-caps.amazon.com/t/ashFQ5n4H93g/WbNIBh1nm00sXkwp5PW38_PmVmzd72MQOB3cZouQRIs/18	https://a.co/hJI3219
113-4739933-6742657		2023-02-18T21:22:08+00:00	2023-02-19T18:52:31+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.45							Hesperia	Ca	92344	US		FALSE		https://zme-caps.amazon.com/t/5fWcVvEeMXUv/PL2mflwi22pJjFTJ0ouRQWTXQRvKHxAOFiDTt0yAASQ/18	https://a.co/eiNc71P
112-7482060-2567423		2023-02-18T22:06:39+00:00	2023-02-19T01:43:50+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	21.65	1.74							MINNEAPOLIS	MN	55412-1138	US		FALSE		https://zme-caps.amazon.com/t/DNQNhgkCDBZW/mF3jF0S02AlqJ8bnACdYeJ7MhkF_Y6kWOaxVpy35hfA/18	https://a.co/19iVr52
114-8912411-7865868		2023-02-18T22:34:57+00:00	2023-02-19T01:43:49+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	25.65	1.6							MIDLOTHIAN	TX	76065-6856	US		FALSE		https://zme-caps.amazon.com/t/M7KZ81i1NPvO/CPQEQ9hwprqymovIfQPPpmyMHW9Bop5mNjwGYYmDM8E/18	https://a.co/dQXTuYV
113-1244689-3435445		2023-02-18T22:47:46+00:00	2023-02-19T01:54:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Happy Birthday with Custom Name 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	HBDCUSTOMNAME	B099V93FGY	1	Shipped	1	USD	19.98	1.67							OSSINING	NY	10562-4305	US		FALSE		https://zme-caps.amazon.com/t/yvbzofInfGNK/_p-WKA4ro6_dXTcI7h69YRBpAJmKbMfZs3v1IBOaiwk/18	https://a.co/gj5IfWk
112-6958421-2978664		2023-02-18T23:50:13+00:00	2023-02-19T01:43:57+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1							POCATELLO	ID	83204-2147	US		FALSE		https://zme-caps.amazon.com/t/77m2Wt6Qz5DA/93pZZXaHwGSsbxPzzF5-6-U95sVMWqIOAINrwolCF28/18	https://a.co/gdcCUbn
112-6958421-2978664		2023-02-18T23:50:13+00:00	2023-02-19T01:43:57+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	0.94							POCATELLO	ID	83204-2147	US		FALSE		https://zme-caps.amazon.com/t/DXqj9JLS1Q3g/4Sls0lYE19YVt7Gy5CE1IgvtCfyY2BYxk4tHQtPsNfg/18	https://a.co/9cN10Kt
111-7767017-8697005		2023-02-18T23:58:30+00:00	2023-02-20T01:40:06+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		SecondDay	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	29.65	2.63	8.99	0.8					NEW YORK	NY	10034-5143	US		FALSE		https://zme-caps.amazon.com/t/ZfSgWkFFz61W/3IaoyMxTbsiLdaBVU6GFIjhpO2g1zgTMzNS6urNQb5c/18	https://a.co/5uSQdia
111-6473296-6150609		2023-02-19T00:02:49+00:00	2023-02-19T01:54:49+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	20.65	1.94							ADA	OK	74820-4478	US		FALSE		https://zme-caps.amazon.com/t/4CCyrVWigyTj/G7Tr7OWdYxZlGS5ncwisaSH6g2Isf8ypoYZpjSfhoNc/18	https://a.co/g0Du6TF
113-2520624-4419418		2023-02-19T00:27:22+00:00	2023-02-19T01:44:01+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	21.65	1.46							UHRICHSVILLE	OH	44683-2261	US		FALSE		https://zme-caps.amazon.com/t/5rX8LRK5DVeM/_iyTlG86-trcqfvIi734LuC2vvz6THCyS_8oE8szsLw/18	https://a.co/i0FZrX5
113-7800527-2625063		2023-02-19T01:11:43+00:00	2023-02-20T01:41:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	2.01							NEW YORK	NY	10029-6252	US		FALSE		https://zme-caps.amazon.com/t/jRQfBJhux5hl/KCECC2hn978DRu2JKX0s4qLNaoC7qZCCvOiqExSyVRU/18	https://a.co/g5aURzq
