amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	number-of-items	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	price-designation	customized-url	customized-page 
113-6047410-3556200		2023-02-06T01:14:07+00:00	2023-02-06T05:58:08+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	0.88							Shepherdsville	KY	40165	US		FALSE		https://zme-caps.amazon.com/t/sKaa6pEf9AuU/Ucs0h4byH6cnFRF0CBNI0EJl3ZzANANQExUso4zzD-0/18	https://a.co/g0eapYX
114-5123255-6915424		2023-02-06T02:35:47+00:00	2023-02-06T17:55:20+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.35							LONG BEACH	NY	11561-4510	US		FALSE		https://zme-caps.amazon.com/t/oLAyX43zPy4N/VUvwSD5pB96Yh1YZgrXxhxisjIZzhemS2tGvqc9Op-o/18	https://a.co/b7MBcup
113-3911632-1669066		2023-02-06T03:01:00+00:00	2023-02-07T21:02:35+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.21							EL PASO	TX	79924-2025	US		FALSE		https://zme-caps.amazon.com/t/i1KE8pb5jKp2/kgh-JpISC9CQEhX6R5wQqTP3OsdPXBD-59OlpUoQbNs/18	https://a.co/0uzPXAa
113-1941225-5275439		2023-02-06T03:13:26+00:00	2023-02-06T05:59:40+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	1.59							Fort Wayne	Indiana	46835	US		FALSE		https://zme-caps.amazon.com/t/dtWXoA5JmdQY/K9k97wJSMJDGfBuQYBMyatssFCcQQtWl_K1Tu2jnEsA/18	https://a.co/1KSroPw
111-4611213-4945843		2023-02-06T03:30:25+00:00	2023-02-06T06:23:40+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.03							SOUTHAVEN	MS	38671-6526	US		FALSE		https://zme-caps.amazon.com/t/8YGK9w5bBYm4/GPgTdVcGQ8pqWKzGCZRzusvSKV8o1h5fwv03TKSKZbY/18	https://a.co/5KCTRer
112-6785757-4095401		2023-02-06T03:49:11+00:00	2023-02-06T14:24:40+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	24.65	1.48	7.99	0.48					WASHINGTON	DC	20003-4943	US		FALSE		https://zme-caps.amazon.com/t/44h0i1KWNz4Z/njKFW1g5UEC21dYkqb6UB4l0ramFnAdKYNiccZWtBOc/18	https://a.co/iNTA2xO
112-7593507-0866652		2023-02-06T04:13:47+00:00	2023-02-06T17:57:11+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.3							BAYSIDE	NY	11361-2712	US		FALSE		https://zme-caps.amazon.com/t/NzZweEtxfAge/2iZqUVwkjlT8MD5hp9T5j4HGTJZZJUrrqNEOxJXYLpY/18	https://a.co/apTXxWf
114-8812284-6188252		2023-02-06T04:29:09+00:00	2023-02-06T05:55:43+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	2.29							SEATTLE	WA	98178-3140	US		FALSE		https://zme-caps.amazon.com/t/E9xKvoV8LQqO/MuQgg7mph-EquoX2b1jLyvE7ghnzKC0BrRQ7PIa2s1o/18	https://a.co/5F2GXCP
112-3570407-5721022		2023-02-06T04:40:43+00:00	2023-02-06T17:55:25+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	0.88							PHILADELPHIA	PA	19102-1117	US		FALSE		https://zme-caps.amazon.com/t/o7zoLvX5jzso/95b4JggvKn7i--4WHB4cZ3klbKTUNl7vxWlF5wd7aNQ/18	https://a.co/bb8GfEd
112-5166070-7672202		2023-02-06T05:14:47+00:00	2023-02-06T06:15:53+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.66							ASTORIA	NY	11102-2333	US		FALSE		https://zme-caps.amazon.com/t/dao420vbkbqk/iO_WrPSTku1OnNHLziUv2-k2dTefntuh8zYEE7l3hK8/18	https://a.co/esxMyLs
111-0702786-4299446		2023-02-06T06:01:43+00:00	2023-02-06T06:08:52+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1		0										PHOENIX	AZ	85006-3089	US		FALSE		https://zme-caps.amazon.com/t/gqWYn5l95WIM/Y-VXCLeCwIhHSwIP_SZ3XO6_lhggDgZpabR7mRilUEw/18	https://a.co/4XhyU0f
111-6210855-2073841		2023-02-06T06:11:05+00:00	2023-02-06T14:35:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1.43	7.99	0.69					PHOENIX	AZ	85006-3089	US		FALSE		https://zme-caps.amazon.com/t/4bjn3TDeryRA/cjIXYCl8HArL1SCOSUR1weHmyDFHyMvlDLOwJiTCwPc/18	https://a.co/8maAgnP
112-7253885-6014631		2023-02-06T06:52:50+00:00	2023-02-06T17:55:23+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	30.65	1.44							Waipahu	HI	96797	US		FALSE		https://zme-caps.amazon.com/t/a9MX4YstXTkN/3Qhz2tGLkw2ZTudn3XVaZMLIKMzInwC-B4qywNF8kVM/18	https://a.co/jbqnT0J
114-2069484-0914633		2023-02-06T09:55:21+00:00	2023-02-06T21:18:11+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	0.94							MOUNT HERMON	KY	42157-8937	US		FALSE		https://zme-caps.amazon.com/t/el6mUhN966r6/mmwaWzmUiKmFlCWvliKQgMllX6c0do1LxjjhCCKqshU/18	https://a.co/0PA7XIw
114-4715897-3226649		2023-02-06T13:44:06+00:00	2023-02-07T12:28:37+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.68							MOUNT PLEASANT	SC	29466-8588	US		FALSE		https://zme-caps.amazon.com/t/SetvSaHdbaG9/ixDB7DrKQGDfuticiWY9fIK5HGxB5Zsngfgu05shLKo/18	https://a.co/bZSahrE
112-5159242-1925017		2023-02-06T14:25:21+00:00	2023-02-06T21:18:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							WALLINGFORD	CT	06492-5923	US		FALSE		https://zme-caps.amazon.com/t/BRM8pLRlgqqg/L1F75Tv7uXv9W4mqmtur977U8RK_6t_qeHQTxRp77QE/18	https://a.co/hKc0jsB
112-5159242-1925017		2023-02-06T14:25:21+00:00	2023-02-06T21:18:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							WALLINGFORD	CT	06492-5923	US		FALSE		https://zme-caps.amazon.com/t/gR3ofhyNHbhe/dusrJgzFrT2EKMOK6SBC8lPcSyJN1JsuL_jRhMFjrM0/18	https://a.co/1N8HxgS
112-5159242-1925017		2023-02-06T14:25:21+00:00	2023-02-06T21:18:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							WALLINGFORD	CT	06492-5923	US		FALSE		https://zme-caps.amazon.com/t/JAtOBjiGmFnM/BAT89kksZqG4M6MsXy8mENzcoGdn1Nx7mpRl9cJDxXU/18	https://a.co/i6Ywi93
112-5159242-1925017		2023-02-06T14:25:21+00:00	2023-02-06T21:18:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							WALLINGFORD	CT	06492-5923	US		FALSE		https://zme-caps.amazon.com/t/QRCndiPR9JB1/sR5hirlZ4RyvFk1wLoAO70hoVw_ZSv4DmxhdrEster4/18	https://a.co/feCi72R
112-5159242-1925017		2023-02-06T14:25:21+00:00	2023-02-06T21:18:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	2	USD	3.52	0.22							WALLINGFORD	CT	06492-5923	US		FALSE		https://zme-caps.amazon.com/t/sI1gxCfjMlMS/fBnL_eCMVLRr0ewRpdep0QK0wTHwfJM9B0xD3rOsvtk/18	https://a.co/8m8LsKB
112-5159242-1925017		2023-02-06T14:25:21+00:00	2023-02-06T21:18:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							WALLINGFORD	CT	06492-5923	US		FALSE		https://zme-caps.amazon.com/t/yWfDs0WGLU7s/BOq1sRiMYGGlqz7Wu7ow9-3_1RzOwPnArM7ApGWtU64/18	https://a.co/8sEs1gQ
112-5159242-1925017		2023-02-06T14:25:21+00:00	2023-02-06T21:18:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							WALLINGFORD	CT	06492-5923	US		FALSE		https://zme-caps.amazon.com/t/zsL3AZZp4Tnk/WguDRO5GcWXfq_8tSiHnAl4NdercKzfpFMpvEPHMl6U/18	https://a.co/0XPnYAr
112-1567726-7053028		2023-02-06T14:41:02+00:00	2023-02-07T00:01:38+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	20.68	1.65							VALDOSTA	GA	31601-0235	US		FALSE		https://zme-caps.amazon.com/t/4pvGGMDNpl5S/u6tYTvGoQa3-to1FimPLJVPpiDSeeaP3undqoHBXFwY/18	https://a.co/cXQcNiW
111-9693692-9546602		2023-02-06T14:58:17+00:00	2023-02-07T00:09:47+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	19.65	1.52							RANCHO SANTA MARGARITA	CA	92688-3864	US		FALSE		https://zme-caps.amazon.com/t/lQsk65vhKuDc/1fb4F00V0ZDkVCO6O9mqQJDV_lTJf2trk3cdw6c226U/18	https://a.co/0Y8p4yX
111-9693692-9546602		2023-02-06T14:58:17+00:00	2023-02-07T00:09:47+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	25.65	1.99							RANCHO SANTA MARGARITA	CA	92688-3864	US		FALSE		https://zme-caps.amazon.com/t/UKXtnkyas24j/FfK_UdSNw0p1IGoeVeew5M8RhTzNRgqyupPfW3OzOlI/18	https://a.co/dDOk7JZ
111-2816697-6417851		2023-02-06T15:28:27+00:00	2023-02-15T21:35:48+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	17.65	1.24							MOUNT HOLLY	NC	28120-9776	US		TRUE	Business Price	https://zme-caps.amazon.com/t/etP9LpwtLY7h/Tzn-4np83IlSuOxd9b3tuPfLGlte-xyRV-Ibo7kj7TQ/18	https://a.co/dzKuRtd
112-6795026-4962660		2023-02-06T16:29:25+00:00	2023-02-06T23:59:11+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.39							SHAWNEE	OK	74804-4139	US		FALSE		https://zme-caps.amazon.com/t/NmGDEshaoS5S/GNiXdOvYSD4djT53r4nVhZnGHbalF6ay1kuf_P8MbuE/18	https://a.co/2IVDHuc
111-5517316-7883464		2023-02-06T16:37:42+00:00	2023-02-06T23:59:12+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.12	3.99						HULL	IA	51239-7370	US		FALSE		https://zme-caps.amazon.com/t/rz8hRX0RlMKf/uXn4A-iiLcM9O7wGePmTShwv8_5fLmoV-lHnPdJOvDo/18	https://a.co/41QTbHn
111-5517316-7883464		2023-02-06T16:37:42+00:00	2023-02-06T23:59:12+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.12	4						HULL	IA	51239-7370	US		FALSE		https://zme-caps.amazon.com/t/t70FgrF7lNhD/S6f8f5TrzWj8XE4zW43jT38XbYyOaSyEauDwf0Lo9IU/18	https://a.co/aXtdd7U
111-9733171-0057066		2023-02-06T16:40:06+00:00	2023-02-07T01:09:46+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Congrats with Custom Name 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVECONGRATSCUSTOMNAME	B09FYD48H3	1	Shipped	1	USD	22.98								DOVER	DE	19901-6685	US		FALSE		https://zme-caps.amazon.com/t/1pEQIlzilTou/j6E3yy4L_FDrCcXInIxkkbXQ0uG9cxxBNg2oweXmuEo/18	https://a.co/3QxoCNm
112-6030165-2403426		2023-02-06T16:54:41+00:00	2023-02-07T00:09:44+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	1.36	7.99	0.48					WAYNE	PA	19087-2239	US		FALSE		https://zme-caps.amazon.com/t/wfOxsBm1yVk6/QGzx-X7n4MpPIf5nwH8TbxuLprcJBMsYHNFFIjMz1ZM/18	https://a.co/507P3HG
112-8822792-7033048		2023-02-06T17:09:00+00:00	2023-02-07T00:10:05+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.26	7.99	0.54					ROCKWALL	TX	75032-2690	US		FALSE		https://zme-caps.amazon.com/t/NAelwe58AQLR/Os0MdSs7v_ywR9bHE6xaa1lVQKTfd_yWyDfsq5cpOuM/18	https://a.co/8f0P2MQ
112-7800168-6337820		2023-02-06T17:23:04+00:00	2023-02-06T23:59:13+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	21.65	1.46	7.99	0.54					MARSHVILLE	NC	28103-9790	US		FALSE		https://zme-caps.amazon.com/t/JeqfKhlnTSNm/tF5U84jCPoci4IcRGVNP15Xu0zdKWQG-sHExjlEuEXQ/18	https://a.co/bPZufPs
114-3899695-0805005		2023-02-06T17:51:36+00:00	2023-02-07T00:10:28+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.95							KINDER	LA	70648-3102	US		FALSE		https://zme-caps.amazon.com/t/R4XPSwVvioHr/XjQSNtE-lhMtsnhD8avjw5-Dp_Y-QCKUXe9QBh4h_Js/18	https://a.co/5NQwGKr
112-3085093-3241822		2023-02-06T18:11:46+00:00	2023-02-07T17:01:20+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Future Mr And Mrs with Custom Name 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVEFUTUREMRANDMRSCUSTOMNAME	B09HYPSBKL	1	Shipped	1	USD	26.98								Chicago	IL	60621	US		TRUE		https://zme-caps.amazon.com/t/rQQ2anWNHhvb/i57ciLheI1N0kUfWPAt2m-HuD9W_ECeIXs9U5uuG-Xo/18	https://a.co/henaTsX
114-8980907-1025841		2023-02-06T19:12:11+00:00	2023-02-06T23:59:17+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	20.65	1.7							EDMOND	OK	73012-3610	US		FALSE		https://zme-caps.amazon.com/t/Nw3pi9DMPMtH/qFuLUW7KYj-n511ymXkCxY0hv-vUeKLtMqtwC5gHUpE/18	https://a.co/1bw0akP
113-8052929-1027401		2023-02-06T19:12:31+00:00	2023-02-06T19:13:27+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1		0										SAN DIEGO	CA	92154-5827	US		FALSE		https://zme-caps.amazon.com/t/tIIzfhyYaWOy/VQ23kCwmdhvo4CxRqSMwSjuZ0f88md-Lv7ThywfgBms/18	https://a.co/j1WiX99
114-9723578-4343421		2023-02-06T19:14:59+00:00	2023-02-06T23:59:31+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	2	USD	45.3								KANSAS CITY	MO	64112-2316	US		TRUE		https://zme-caps.amazon.com/t/DyDzwtMyHhG2/XLrZVOG42kORaZ2orvGQsPWeUffwJDlBRb81xi68lpo/18	https://a.co/hN5AeEo
112-3426125-2633029		2023-02-06T19:21:17+00:00	2023-02-07T00:10:32+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	32.65	2.45	7.99	0.6					DUBLIN	OH	43017-9426	US		FALSE		https://zme-caps.amazon.com/t/4iyDSuRNRQeM/qhs_2U0AWjlCc5Sj9IqXAB8GoTHW2WbeqJ-w9NBal54/18	https://a.co/0JUlmZW
114-4683288-2720203		2023-02-06T19:53:39+00:00	2023-02-06T23:59:17+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	20.68	1.71							LUBBOCK	TX	79423-6726	US		FALSE		https://zme-caps.amazon.com/t/NKab15g57tNg/GwW_uXU-BlFHcWJGL8z4mvazLxkpXg4NeU-mEBUoQdQ/18	https://a.co/j2b2HYa
113-8806160-6483409		2023-02-06T19:59:52+00:00	2023-02-08T15:47:12+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	0.84							HARRAH	OK	73045-8204	US		FALSE		https://zme-caps.amazon.com/t/kLLAxNMMSE8r/xJ6gt5YVzFUWX3EiEJ-sEGXqB1nFBO68xQUvxIWsTGA/18	https://a.co/8mLxVl4
113-5060272-5301016		2023-02-06T20:05:36+00:00	2023-02-06T23:59:16+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	32.65	2.16	7.99	0.53					BERKELEY HEIGHTS	NJ	07922-1531	US		FALSE		https://zme-caps.amazon.com/t/Qym5KA3a4zAQ/HE-p7yhT3XyCTveNKAGiWyUn4NdAuiqu6KclHJ4Tohs/18	https://a.co/5J3plWF
112-3142744-7491431		2023-02-06T20:12:48+00:00	2023-02-06T20:16:14+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Future Mr & Mrs 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon Banner"	FUTUREMR&MRS	B09HY88ML3	1		0										HOUSTON	TX	77090-1647	US		FALSE		https://zme-caps.amazon.com/t/F1RXt5sx9HLU/bUSKyLMhbQC_4eu4CYYvk2-taPOf4U3D4wjbx7imKL8/18	https://a.co/b6ePRQO
112-8092588-6759427		2023-02-06T20:18:11+00:00	2023-02-07T17:01:20+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Future Mr & Mrs 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon Banner"	FUTUREMR&MRS	B09HY88ML3	1	Shipped	1	USD	16.99	0.97							SAINT LOUIS	MO	63132-2631	US		FALSE		https://zme-caps.amazon.com/t/6WQyGcTZD7VK/4EMv50dEU80fc6bX_Ji6gROe7g46WkjzLE-8k0KJupY/18	https://a.co/30vIYa1
113-6349557-7417801		2023-02-06T20:29:17+00:00	2023-02-06T20:30:14+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1		0										SAN DIEGO	CA	92154-5827	US		FALSE		https://zme-caps.amazon.com/t/Hgb7APfqhich/KFQ7K8SAKWkEiXp9vawOpZdOLd5-W8DwtWIbrFAQgl4/18	https://a.co/0Ld15o9
113-5796457-9980268		2023-02-06T20:36:26+00:00	2023-02-07T11:29:26+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	17.65								HERRIMAN	UT	84096-5721	US		TRUE		https://zme-caps.amazon.com/t/rgBBXYMZDIxN/NHe-iYIVzBg8xIeSQJz5gE8orhaOYG3p_DpBVIX_nnA/18	https://a.co/ehJp8iZ
111-1668349-7905815		2023-02-06T20:37:46+00:00	2023-02-06T23:59:27+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.02							ORLANDO	FL	32827-7734	US		FALSE		https://zme-caps.amazon.com/t/v3u4XGkGIiNN/0q8OM0TPuC1iInDvwXOCsM8TEEyXGgmNR6PTQIrtWEA/18	https://a.co/iROn57n
